	2017	2018	diff	sum	2017_norm	2018_norm	norm_diff
push	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
denoiser	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
scatter	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
densely	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
partially	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
pyramid	5.000	5.000	0.000	10.000	0.001	0.001	-0.000
natural	5.000	5.000	0.000	10.000	0.001	0.001	-0.000
transition	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
connections	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
grassmannian	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
selective	2.000	2.000	0.000	4.000	0.000	0.000	-0.000
vaes	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
modular	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
vanishing	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
channel	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
incorporating	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
agents	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
variation	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
reranking	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
comprehension	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
chest	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
lighting	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
room	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
mixed	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
vehicle	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
modulation	2.000	2.000	0.000	4.000	0.000	0.000	-0.000
manifold	6.000	6.000	0.000	12.000	0.001	0.001	-0.000
versus	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
shapetailored	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
closer	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
made	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
magnification	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
inpainting	3.000	3.000	0.000	6.000	0.000	0.000	-0.000
rendering	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
motion	20.000	20.000	0.000	40.000	0.003	0.003	-0.001
driver	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
exploring	2.000	2.000	0.000	4.000	0.000	0.000	-0.000
morphable	3.000	3.000	0.000	6.000	0.000	0.000	-0.000
improve	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
shared	2.000	2.000	0.000	4.000	0.000	0.000	-0.000
link	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
granularity	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
acceleration	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
weighting	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
resolution	2.000	2.000	0.000	4.000	0.000	0.000	-0.000
resolutions	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
coherent	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
memoryaugmented	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
medical	2.000	2.000	0.000	4.000	0.000	0.000	-0.000
embedded	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
mechanism	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
walk	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
encoder	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
emotion	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
rich	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
semisupervised	3.000	3.000	0.000	6.000	0.000	0.000	-0.000
riemannian	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
comparative	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
activations	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
maximizing	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
voxels	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
empirical	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
rigid	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
reward	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
watching	2.000	2.000	0.000	4.000	0.000	0.000	-0.000
line	2.000	2.000	0.000	4.000	0.000	0.000	-0.000
admm	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
maps	6.000	6.000	0.000	12.000	0.001	0.001	-0.000
response	2.000	2.000	0.000	4.000	0.000	0.000	-0.000
enhancing	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
editing	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
margin	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
hallucinating	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
effectiveness	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
adversary	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
lean	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
selforganizing	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
efficiency	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
masked	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
virtual	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
egomotion	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
selfsimilarity	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
removal	7.000	7.000	0.000	14.000	0.001	0.001	-0.000
concept	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
code	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
diversity	4.000	4.000	0.000	8.000	0.001	0.001	-0.000
loop	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
independently	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
align	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
unaligned	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
connecting	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
6d	2.000	2.000	0.000	4.000	0.000	0.000	-0.000
simple	3.000	3.000	0.000	6.000	0.000	0.000	-0.000
connected	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
6dof	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
analyzing	2.000	2.000	0.000	4.000	0.000	0.000	-0.000
frequency	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
multioriented	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
incrementally	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
relation	2.000	2.000	0.000	4.000	0.000	0.000	-0.000
an	10.000	10.000	0.000	20.000	0.002	0.001	-0.000
distributions	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
world	2.000	2.000	0.000	4.000	0.000	0.000	-0.000
distributed	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
twostream	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
two	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
singular	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
zero	2.000	2.000	0.000	4.000	0.000	0.000	-0.000
scaling	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
indoor	4.000	4.000	0.000	8.000	0.001	0.001	-0.000
xray	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
scaleaware	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
extremely	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
longitudinal	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
longterm	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
scale	5.000	5.000	0.000	10.000	0.001	0.001	-0.000
andor	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
distortion	2.000	2.000	0.000	4.000	0.000	0.000	-0.000
ground	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
relational	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
compact	3.000	3.000	0.000	6.000	0.000	0.000	-0.000
leftright	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
relationships	2.000	2.000	0.000	4.000	0.000	0.000	-0.000
all	2.000	2.000	0.000	4.000	0.000	0.000	-0.000
sign	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
extract	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
unified	3.000	3.000	0.000	6.000	0.000	0.000	-0.000
multiframe	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
leveraging	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
machine	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
coding	3.000	3.000	0.000	6.000	0.000	0.000	-0.000
lowresolution	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
multigrid	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
underwater	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
signal	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
why	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
wild	10.000	10.000	0.000	20.000	0.002	0.001	-0.000
closing	1.000	1.000	0.000	2.000	0.000	0.000	-0.000
clevr	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
sphereface	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
selfsupervision	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
selftaught	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
clever	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
spherical	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
borrowing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
statisticsbased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
close	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
staged	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
scotopic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
std2p	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
fourier	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
indistinguishable	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
scenespecific	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
inaccurately	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
segment	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
sphereconstrained	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
book	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
cluttered	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
inaccurate	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
spftn	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
cnnbased	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
cnncrf	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
spindle	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
bounding	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
boundaries	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
splitbrain	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
clothes	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
spread	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
squareloss	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
forwardbackward	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
increasing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
selfcalibrationbased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
selfcritical	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
selflearning	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
segmented	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
state	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
srn	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
sports	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
scribbler	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
split	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
fusionseg	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
boxes	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
illuminantcamera	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
clothed	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
fuzzyset	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
clkn	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
splicing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
speedaccuracy	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
boundaryaware	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
static	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
seeking	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
selfpaced	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
selfrepresentation	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
sst	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
stage	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
class	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
semicalibrated	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
specular	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
imagelevel	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
cardinalitybased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
similarity	6.000	5.000	-1.000	11.000	0.001	0.001	-0.000
slide	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
freehand	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
slow	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
signals	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
slowtofast	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
smarter	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
fullyadaptive	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
imposters	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
sideoutput	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
cdc	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
cern	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
chains	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
smoothed	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
should	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
changes	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
capacity	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
smoothness	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
short	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
snapshot	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
candidates	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
simulated	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
cats	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
categoryspecific	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
singlestream	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
sitcoms	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
situation	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
categoricallevel	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
sixth	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
singlingout	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
casenet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
skeleton	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
skeletonattribute	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
skeletonbased	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
singleview	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
categories	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
impact	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
case	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
cascading	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
sketchbased	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
singlephoton	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
sketching	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
cascade	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
fried	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
imageset	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
categoryaware	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
singleexample	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
camn	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
shopping	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
social	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
improving	7.000	6.000	-1.000	13.000	0.001	0.001	-0.000
citypersons	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
clamping	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
sentinel	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
spatialsemantic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
improves	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
im2cad	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
spd	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
sentences	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
speakerlistenerreinforcer	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
brdfinvariant	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
branchout	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
spatiallyvarying	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
sensors	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
sensorimotor	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
sensitivity	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
fused	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
imputation	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
classifiers	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
semiglobal	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
specification	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
spectral	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
spectrum	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
set	5.000	4.000	-1.000	9.000	0.001	0.001	-0.000
cities	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
cad	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
shapefromtemplate	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
softmargin	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
shapetoimage	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
but	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
function	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
something	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
shapeodds	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
shapenet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
sorted	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
bunches	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
buildingscale	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
channels	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
brisks	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
channelwise	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
chestxray8	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
chord	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
budgetconstrained	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
sparsity	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
cinemagraph	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
budgetaware	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
sgmnets	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
circulant	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
fractal	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
g2denet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
axiallysymmetric	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
stereobased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
alamp	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
value	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
vadis	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
aggregating	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
v	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
harvesting	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
utilizing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
use	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
aggregated	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
urban	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
albums	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
algebraic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
algorithms	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
unusual	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
untrimmednets	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
variable	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
variational	7.000	6.000	-1.000	13.000	0.001	0.001	-0.000
unsynchronized	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
affordancegrounded	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
vidloc	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
videography	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
videoclip	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
harmonization	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
video2shop	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
vibration	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
versatile	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
agentcentric	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
afraid	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
aga	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
vector	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
agent	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
varifolds	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
variationstructured	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
untrimmed	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
alignments	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
viewing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
typicality	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
ultrastereo	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
ultrasound	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
ultrarobust	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
ubernet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
uav	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
typography	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
help	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
anchornet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
angular	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
twostage	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
twoslit	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
twopoint	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
animals	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
turning	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
unambiguous	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
headpose	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
unrolling	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
amc	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
along	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
grader	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
unite	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
amazing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
ambiguities	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
ambiguity	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
unidirectional	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
uncommon	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
unexpected	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
haze	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
amvh	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
googlenetlevel	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
underapproximation	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
good	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
affine	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
afastrcnn	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
blurred	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
halfwave	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
wifi	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
widefieldofview	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
gridbased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
gutter	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
whole	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
grid	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
whats	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
ability	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
what	5.000	4.000	-1.000	9.000	0.001	0.001	-0.000
wetness	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
weightedentropybased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
weight	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
accident	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
grassmann	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
wildcat	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
wine	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
web	4.000	3.000	-1.000	7.000	0.001	0.000	-0.000
2way	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
groundlevel	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
25d	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
zeroexemplar	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
youtubeboundingboxes	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
groupwise	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
yolo9000	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
grounded	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
wise	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
xception	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
wsisa	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
3dencoderpredictor	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
3dmatch	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
guesswhat	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
guidance	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
webcrawled	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
wearers	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
aesthetic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
